Nombre = VO12
Mach = 0; Re = 200000; T.E. = 1,0; T.I. = 1,0
Acabado superficial = 0; modelo de pérdida = 0; Transition model = 1; Alargamiento = 0; efecto suelo = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
128,0	1,228	0,62531	0,051	0,509	0,007	0,510	0,061	1,964	0,232	0,208
129,0	1,259	0,58364	0,051	0,509	0,008	0,510	0,060	2,158	0,231	0,209
130,0	1,293	0,56814	0,052	0,510	0,008	0,511	0,064	2,275	0,234	0,210
131,0	1,327	0,53493	0,052	0,510	0,008	0,511	0,062	2,481	0,234	0,211
132,0	1,362	0,52074	0,053	0,508	0,008	0,508	0,067	2,616	0,234	0,211
133,0	1,399	0,50540	0,053	0,509	0,009	0,509	0,067	2,769	0,212	0,212
134,0	1,586	0,35751	0,062	0,964	0,009	0,973	0,072	4,437	0,213	0,211
135,0	1,630	0,33776	0,062	0,963	0,010	0,972	0,072	4,826	0,255	0,212
136,0	1,675	0,30890	0,061	0,961	0,011	0,971	0,070	5,423	0,240	0,213
137,0	1,722	0,29900	0,063	0,959	0,011	0,971	0,079	5,760	0,238	0,214
138,0	1,771	0,29001	0,063	0,955	0,011	0,971	0,079	6,105	0,245	0,215
139,0	1,819	0,27189	0,063	0,952	0,011	0,969	0,085	6,692	0,235	0,215
140,0	1,870	0,25760	0,064	0,948	0,011	0,971	0,093	7,260	0,245	0,216
141,0	1,920	0,24012	0,064	0,947	0,012	0,968	0,095	7,996	0,244	0,217
142,0	1,971	0,22427	0,065	0,944	0,012	0,967	0,105	8,787	0,246	0,217
143,0	2,022	0,20905	0,064	0,942	0,013	0,967	0,107	9,671	0,249	0,218
144,0	2,071	0,20133	0,065	0,939	0,013	0,964	0,118	10,287	0,247	0,219
145,0	2,120	0,18371	0,065	0,938	0,014	0,963	0,123	11,541	0,254	0,220
146,0	2,168	0,17207	0,064	0,935	0,015	0,963	0,130	12,602	0,248	0,220
147,0	2,214	0,16063	0,065	0,930	0,015	0,963	0,144	13,786	0,246	0,221
148,0	2,257	0,15120	0,065	0,924	0,016	0,961	0,156	14,927	0,252	0,221
149,0	2,297	0,13936	0,065	0,920	0,017	0,961	0,169	16,479	0,255	0,222
150,0	2,331	0,12981	0,064	0,918	0,017	0,959	0,184	17,955	0,254	0,222
151,0	2,360	0,12022	0,064	0,914	0,018	0,958	0,203	19,632	0,254	0,223
152,0	2,383	0,11229	0,064	0,910	0,019	0,954	0,227	21,219	0,263	0,223
153,0	2,398	0,10274	0,064	0,907	0,021	0,950	0,249	23,340	0,277	0,223
154,0	2,409	0,09567	0,064	0,899	0,023	0,952	0,276	25,182	0,299	0,224
155,0	2,410	0,08785	0,063	0,892	0,025	0,951	0,313	27,428	0,199	0,224
156,0	2,393	0,08154	0,063	0,885	0,026	0,951	0,347	29,345	0,221	0,224
157,0	2,367	0,07534	0,062	0,881	0,027	0,948	0,389	31,413	0,226	0,224
158,0	2,332	0,06883	0,061	0,877	0,030	0,946	0,434	33,883	0,224	0,224
159,0	2,290	0,06397	0,060	0,869	0,032	0,946	0,475	35,803	0,223	0,224
160,0	2,240	0,05886	0,059	0,860	0,035	0,946	0,518	38,051	0,224	0,224
161,0	2,180	0,05404	0,057	0,852	0,038	0,944	0,564	40,344	0,224	0,224
162,0	2,112	0,04950	0,055	0,844	0,043	0,944	0,605	42,675	0,223	0,224
163,0	2,035	0,04543	0,053	0,837	0,049	0,942	0,645	44,796	0,223	0,224
164,0	1,951	0,04194	0,051	0,826	0,055	0,942	0,681	46,527	0,224	0,224
165,0	1,859	0,03835	0,049	0,815	0,064	0,942	0,713	48,460	0,224	0,224
166,0	1,757	0,03493	0,046	0,806	0,076	0,940	0,744	50,312	0,224	0,224
167,0	1,651	0,03226	0,043	0,797	0,088	0,939	0,769	51,169	0,224	0,224
168,0	1,540	0,02946	0,040	0,782	0,107	0,939	0,794	52,279	0,224	0,224
169,0	1,425	0,02695	0,037	0,768	0,130	0,939	0,815	52,869	0,224	0,224
170,0	1,304	0,02454	0,034	0,756	0,159	0,938	0,834	53,163	0,224	0,224
171,0	1,181	0,02239	0,031	0,739	0,195	0,938	0,850	52,763	0,224	0,224
172,0	1,055	0,02059	0,028	0,723	0,237	0,936	0,866	51,271	0,224	0,224
173,0	0,927	0,01902	0,024	0,708	0,278	0,935	0,879	48,758	0,224	0,224
174,0	0,798	0,01770	0,021	0,687	0,322	0,935	0,888	45,062	0,224	0,224
175,0	0,666	0,01664	0,018	0,667	0,364	0,934	0,896	40,060	0,224	0,224
176,0	0,534	0,01584	0,014	0,646	0,404	0,931	0,904	33,710	0,224	0,224
177,0	0,401	0,01522	0,011	0,622	0,443	0,930	0,911	26,360	0,224	0,223
178,0	0,268	0,01479	0,007	0,598	0,478	0,927	0,915	18,094	0,223	0,223
179,0	0,134	0,01454	0,004	0,571	0,513	0,926	0,919	9,210	0,223	0,223
180,0	0,000	0,01450	-0,000	0,542	0,542	0,922	0,922	0,000	0,223	0,250


