Nombre = Van de Vooren symmetrical airfoil 14,335%, 30,0°
Mach = 0; Re = 200000; T.E. = 1,0; T.I. = 1,0
Acabado superficial = 0; modelo de pérdida = 0; Transition model = 1; Alargamiento = 0; efecto suelo = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-160,0	-1,185	0,08032	-0,013	0,004	0,951	0,008	0,978	-14,758	0,256	0,239
-159,0	-1,122	0,09253	-0,014	0,004	0,953	0,008	0,979	-12,122	0,255	0,238
-158,0	-1,056	0,10760	-0,014	0,004	0,957	0,007	0,980	-9,811	0,258	0,237
-157,0	-0,990	0,12870	-0,015	0,004	0,959	0,008	0,982	-7,689	0,257	0,235
-156,0	-0,924	0,14078	-0,015	0,004	0,962	0,007	0,982	-6,567	0,254	0,234
-155,0	-0,862	0,16276	-0,015	0,004	0,966	0,007	0,983	-5,295	0,256	0,232
-154,0	-0,802	0,17530	-0,016	0,003	0,968	0,007	0,985	-4,577	0,255	0,230
-153,0	-0,746	0,21312	-0,016	0,003	0,970	0,006	0,985	-3,502	0,256	0,229
-152,0	-0,694	0,24416	-0,016	0,003	0,971	0,007	0,985	-2,842	0,258	0,226
-151,0	-0,646	0,26989	-0,017	0,003	0,972	0,006	0,986	-2,392	0,253	0,224
-150,0	-0,601	0,29480	-0,017	0,003	0,973	0,006	0,986	-2,038	0,256	0,222
-149,0	-0,559	0,32139	-0,017	0,003	0,975	0,006	0,987	-1,741	0,265	0,219
-148,0	-0,522	0,36291	-0,018	0,003	0,976	0,007	0,988	-1,437	0,270	0,216
-147,0	-0,487	0,40400	-0,019	0,002	0,977	0,008	0,987	-1,205	0,269	0,212
-146,0	-0,455	0,42708	-0,019	0,002	0,978	0,008	0,989	-1,066	0,264	0,208
-145,0	-0,426	0,48959	-0,020	0,002	0,980	0,008	0,989	-0,870	0,266	0,204
-144,0	-0,399	0,53558	-0,020	0,002	0,982	0,009	0,989	-0,746	0,270	0,200
-143,0	-0,375	0,57692	-0,021	0,002	0,984	0,010	0,989	-0,650	0,265	0,195
-142,0	-0,352	0,66208	-0,021	0,002	0,985	0,010	0,988	-0,532	0,265	0,191
-141,0	-0,332	0,68372	-0,021	0,002	0,985	0,010	0,989	-0,486	0,265	0,186
-140,0	-0,313	0,77404	-0,021	0,002	0,985	0,010	0,990	-0,405	0,271	0,182
-139,0	-0,296	0,62550	-0,022	0,002	0,986	0,011	0,990	-0,473	0,271	0,176
-138,0	-0,280	0,68826	-0,022	0,002	0,986	0,011	0,990	-0,407	0,250	0,171
-137,0	-0,266	0,84265	-0,022	0,002	0,986	0,011	0,991	-0,315	0,249	0,167
-136,0	-0,252	0,80233	-0,022	0,001	0,988	0,011	0,992	-0,314	0,270	0,163
-135,0	-0,240	0,76058	-0,022	0,002	0,987	0,012	0,991	-0,315	0,263	0,156
-134,0	-0,228	0,73730	-0,022	0,002	0,989	0,012	0,992	-0,310	0,183	0,152
-133,0	-0,197	0,98394	-0,020	0,002	0,526	0,012	0,526	-0,201	0,177	0,151
-132,0	-0,189	0,98028	-0,019	0,002	0,526	0,011	0,526	-0,192	0,242	0,147
-131,0	-0,180	1,02218	-0,019	0,002	0,527	0,012	0,527	-0,177	0,263	0,142
-130,0	-0,173	1,12099	-0,020	0,002	0,527	0,013	0,527	-0,154	0,259	0,137
-129,0	-0,166	1,20851	-0,020	0,001	0,527	0,013	0,527	-0,137	0,246	0,132
-128,0	-0,159	1,15607	-0,020	0,001	0,527	0,013	0,527	-0,138	0,250	0,127
-127,0	-0,153	1,27870	-0,020	0,001	0,527	0,014	0,527	-0,120	0,245	0,122
-126,0	-0,147	1,26769	-0,019	0,001	0,527	0,014	0,527	-0,116	0,229	0,118
-125,0	-0,142	1,26693	-0,019	0,001	0,527	0,015	0,527	-0,112	0,192	0,114
-124,0	-0,137	1,29620	-0,019	0,001	0,527	0,014	0,527	-0,106	0,193	0,112
-123,0	-0,133	1,45603	-0,019	0,001	0,527	0,015	0,527	-0,091	0,218	0,108
-122,0	-0,128	1,46335	-0,019	0,001	0,527	0,015	0,527	-0,088	0,196	0,105
-121,0	-0,124	1,47841	-0,018	0,001	0,527	0,016	0,527	-0,084	0,185	0,102
-120,0	-0,121	1,48111	-0,018	0,001	0,527	0,016	0,527	-0,082	0,173	0,100
-119,0	-0,117	1,50685	-0,018	0,001	0,527	0,016	0,527	-0,078	0,159	0,098
-118,0	-0,114	1,54852	-0,018	0,001	0,527	0,017	0,527	-0,074	0,144	0,096
-117,0	-0,111	1,59838	-0,017	0,001	0,527	0,017	0,527	-0,069	0,128	0,095
-116,0	-0,108	1,66304	-0,017	0,001	0,527	0,018	0,527	-0,065	0,069	0,095
-115,0	-0,106	1,67551	-0,016	0,002	0,527	0,017	0,527	-0,063	0,048	0,097
-114,0	-0,103	1,74210	-0,016	0,002	0,527	0,017	0,527	-0,059	0,072	0,097
-113,0	-0,101	1,82503	-0,015	0,002	0,527	0,018	0,527	-0,055	0,033	0,098
-112,0	-0,099	1,69318	-0,015	0,002	0,527	0,018	0,527	-0,058	0,006	0,100
-111,0	-0,097	1,78604	-0,014	0,002	0,527	0,018	0,527	-0,054	-0,006	0,102
-110,0	-0,095	1,88449	-0,014	0,002	0,527	0,018	0,527	-0,050	-0,054	0,104
-109,0	-0,093	1,76183	-0,013	0,002	0,527	0,018	0,527	-0,053	-0,089	0,108
-108,0	-0,091	1,87806	-0,013	0,002	0,527	0,019	0,527	-0,049	-0,111	0,111
-107,0	-0,090	2,02509	-0,012	0,002	0,527	0,019	0,527	-0,044	-0,180	0,115
-106,0	-0,089	1,91610	-0,012	0,002	0,527	0,019	0,534	-0,046	-0,269	0,120
-105,0	-0,088	1,82896	-0,011	0,002	0,527	0,019	0,542	-0,048	-0,319	0,126
-104,0	-0,087	1,98020	-0,010	0,002	0,527	0,020	0,550	-0,044	-0,395	0,131
-103,0	-0,086	1,90148	-0,010	0,002	0,527	0,020	0,558	-0,045	-0,486	0,137
-102,0	-0,085	2,09365	-0,009	0,002	0,527	0,020	0,567	-0,041	-0,663	0,144
-101,0	-0,084	1,88037	-0,008	0,002	0,527	0,019	0,576	-0,045	-0,807	0,152
-100,0	-0,084	2,06969	-0,008	0,002	0,527	0,019	0,585	-0,040	-0,887	0,159
-99,0	-0,083	2,00897	-0,007	0,002	0,527	0,019	0,594	-0,041	-1,122	0,167
-98,0	-0,082	1,96035	-0,006	0,002	0,527	0,019	0,603	-0,042	-1,369	0,176
-97,0	-0,082	1,92249	-0,005	0,002	0,527	0,019	0,611	-0,043	-1,525	0,184
-96,0	-0,082	1,89309	-0,005	0,002	0,528	0,019	0,614	-0,043	-1,869	0,193
-95,0	-0,081	1,87300	-0,004	0,002	0,529	0,019	0,621	-0,043	-2,478	0,202
-94,0	-0,081	1,86197	-0,003	0,002	0,531	0,019	0,624	-0,044	-3,356	0,211
-93,0	-0,081	1,85634	-0,002	0,002	0,532	0,019	0,630	-0,044	-6,373	0,221
-92,0	-0,081	1,85683	-0,002	0,002	0,533	0,019	0,636	-0,044	-14,726	0,231
-91,0	-0,081	1,86930	-0,001	0,002	0,535	0,019	0,640	-0,043	61,740	0,240
-90,0	-0,081	1,88520	-0,000	0,002	0,536	0,019	0,646	-0,043	0,104	0,250
-89,0	-0,070	2,70208	0,001	0,535	0,002	0,640	0,019	-0,026	0,104	0,261
-88,0	-0,070	2,68610	0,002	0,533	0,002	0,636	0,019	-0,026	6,436	0,272
-87,0	-0,070	2,68025	0,002	0,532	0,002	0,630	0,019	-0,026	4,335	0,283
-86,0	-0,070	2,68061	0,003	0,531	0,002	0,624	0,019	-0,026	3,284	0,294
-85,0	-0,071	2,68720	0,004	0,529	0,002	0,621	0,019	-0,026	2,642	0,305
-84,0	-0,071	2,70031	0,005	0,528	0,002	0,614	0,019	-0,026	2,205	0,315
-83,0	-0,072	2,72426	0,005	0,527	0,002	0,611	0,019	-0,026	1,881	0,326
-82,0	-0,072	2,75273	0,006	0,527	0,002	0,603	0,019	-0,026	1,634	0,335
-81,0	-0,073	2,79072	0,007	0,527	0,002	0,594	0,019	-0,026	1,447	0,345
-80,0	-0,073	2,84027	0,008	0,527	0,002	0,585	0,019	-0,026	1,276	0,353
-79,0	-0,074	2,64000	0,008	0,527	0,002	0,576	0,019	-0,028	1,209	0,361
-78,0	-0,075	2,83878	0,009	0,527	0,002	0,567	0,020	-0,026	1,103	0,371
-77,0	-0,076	2,63538	0,010	0,527	0,002	0,558	0,020	-0,029	0,963	0,378
-76,0	-0,077	2,70168	0,010	0,527	0,002	0,550	0,020	-0,028	0,881	0,385
-75,0	-0,078	2,53835	0,011	0,527	0,002	0,542	0,019	-0,031	0,812	0,391
-74,0	-0,079	2,61229	0,012	0,527	0,002	0,534	0,019	-0,030	0,772	0,396
-73,0	-0,080	2,70926	0,012	0,527	0,002	0,527	0,019	-0,029	0,714	0,402
-72,0	-0,081	2,55604	0,013	0,527	0,002	0,527	0,019	-0,032	0,659	0,406
-71,0	-0,083	2,43323	0,013	0,527	0,002	0,527	0,018	-0,034	0,633	0,410
-70,0	-0,084	2,54825	0,014	0,527	0,002	0,527	0,018	-0,033	0,593	0,414
-69,0	-0,086	2,44249	0,014	0,527	0,002	0,527	0,018	-0,035	0,540	0,417
-68,0	-0,088	2,34196	0,015	0,527	0,002	0,527	0,018	-0,037	0,525	0,419
-67,0	-0,089	2,46514	0,015	0,527	0,002	0,527	0,018	-0,036	0,495	0,421
-66,0	-0,091	2,37387	0,016	0,527	0,002	0,527	0,017	-0,039	0,451	0,422
-65,0	-0,094	2,29827	0,016	0,527	0,002	0,527	0,017	-0,041	0,476	0,423
-64,0	-0,096	2,27475	0,017	0,527	0,001	0,527	0,018	-0,042	0,453	0,425
-63,0	-0,099	2,20076	0,017	0,527	0,001	0,527	0,017	-0,045	0,388	0,424
-62,0	-0,101	2,14133	0,018	0,527	0,001	0,527	0,017	-0,047	0,370	0,423
-61,0	-0,104	2,09046	0,018	0,527	0,001	0,527	0,016	-0,050	0,353	0,421
-60,0	-0,107	2,05464	0,018	0,527	0,001	0,527	0,016	-0,052	0,337	0,419
-59,0	-0,110	2,04160	0,018	0,527	0,001	0,527	0,016	-0,054	0,323	0,417
-58,0	-0,114	2,01595	0,019	0,527	0,001	0,527	0,015	-0,056	0,311	0,413
-57,0	-0,118	1,99782	0,019	0,527	0,001	0,527	0,015	-0,059	0,286	0,410
-56,0	-0,122	1,82751	0,019	0,527	0,001	0,527	0,014	-0,067	0,314	0,405
-55,0	-0,126	1,78540	0,019	0,527	0,001	0,527	0,015	-0,071	0,316	0,404
-54,0	-0,131	1,77478	0,019	0,527	0,001	0,527	0,014	-0,074	0,274	0,399
-53,0	-0,136	1,77423	0,020	0,527	0,001	0,527	0,014	-0,077	0,256	0,394
-52,0	-0,141	1,64039	0,020	0,527	0,001	0,527	0,013	-0,086	0,250	0,389
-51,0	-0,147	1,68095	0,020	0,527	0,001	0,527	0,013	-0,087	0,254	0,383
-50,0	-0,153	1,58144	0,020	0,527	0,002	0,527	0,013	-0,097	0,240	0,378
-49,0	-0,160	1,47098	0,019	0,527	0,002	0,527	0,012	-0,109	0,235	0,372
-48,0	-0,167	1,41600	0,019	0,526	0,002	0,526	0,011	-0,118	0,259	0,366
-47,0	-0,175	1,40670	0,020	0,526	0,002	0,526	0,012	-0,124	0,426	0,362
-46,0	-0,184	1,25960	0,022	0,989	0,002	0,992	0,012	-0,146	0,410	0,371
-45,0	-0,193	1,26575	0,022	0,987	0,002	0,991	0,012	-0,152	0,234	0,366
-44,0	-0,203	1,29194	0,022	0,988	0,001	0,992	0,011	-0,157	0,225	0,358
-43,0	-0,213	1,31551	0,022	0,986	0,002	0,991	0,011	-0,162	0,252	0,353
-42,0	-0,225	1,14402	0,022	0,986	0,002	0,990	0,011	-0,197	0,250	0,348
-41,0	-0,238	1,06460	0,022	0,986	0,002	0,990	0,011	-0,224	0,224	0,342
-40,0	-0,252	1,19759	0,021	0,985	0,002	0,990	0,010	-0,210	0,224	0,335
-39,0	-0,267	1,09074	0,021	0,985	0,002	0,989	0,010	-0,245	0,231	0,329
-38,0	-0,283	1,05321	0,021	0,985	0,002	0,988	0,010	-0,269	0,232	0,323
-37,0	-0,301	0,95178	0,021	0,984	0,002	0,989	0,010	-0,317	0,232	0,318
-36,0	-0,321	0,89478	0,020	0,982	0,002	0,989	0,009	-0,359	0,225	0,312
-35,0	-0,342	0,83328	0,020	0,980	0,002	0,989	0,008	-0,411	0,230	0,307
-34,0	-0,366	0,75514	0,019	0,978	0,002	0,989	0,008	-0,484	0,233	0,302
-33,0	-0,391	0,71673	0,019	0,977	0,002	0,987	0,008	-0,546	0,226	0,298
-32,0	-0,419	0,66087	0,018	0,976	0,003	0,988	0,007	-0,634	0,225	0,293
-31,0	-0,449	0,60459	0,017	0,975	0,003	0,987	0,006	-0,743	0,231	0,288
-30,0	-0,483	0,56331	0,017	0,973	0,003	0,986	0,006	-0,857	0,243	0,285
-29,0	-0,519	0,52350	0,017	0,972	0,003	0,986	0,006	-0,991	0,246	0,282
-28,0	-0,558	0,48345	0,016	0,971	0,003	0,985	0,007	-1,154	0,240	0,279
-27,0	-0,600	0,43856	0,016	0,970	0,003	0,985	0,006	-1,368	0,242	0,277
-26,0	-0,645	0,38698	0,016	0,968	0,003	0,985	0,007	-1,667	0,244	0,274
-25,0	-0,693	0,36119	0,015	0,966	0,004	0,983	0,007	-1,919	0,242	0,272
-24,0	-0,744	0,32633	0,015	0,962	0,004	0,982	0,007	-2,279	0,245	0,270
-23,0	-0,796	0,30153	0,015	0,959	0,004	0,982	0,008	-2,640	0,241	0,269
-22,0	-0,849	0,26875	0,014	0,957	0,004	0,980	0,007	-3,161	0,240	0,266
-21,0	-0,903	0,24183	0,014	0,953	0,004	0,979	0,008	-3,734	0,244	0,265
-20,0	-0,954	0,21842	0,013	0,951	0,004	0,978	0,008	-4,370	0,242	0,264
-19,0	-1,000	0,19861	0,013	0,948	0,004	0,976	0,009	-5,033	0,238	0,263
-18,0	-1,027	0,17629	0,012	0,944	0,005	0,976	0,009	-5,828	0,241	0,262
-17,0	-1,049	0,15930	0,013	0,938	0,005	0,976	0,013	-6,585	0,251	0,262
-16,0	-1,062	0,14060	0,012	0,932	0,005	0,976	0,016	-7,553	0,219	0,262
-15,0	-1,065	0,12519	0,012	0,927	0,005	0,975	0,018	-8,503	0,383	0,261
-14,0	-1,056	0,10977	0,012	0,922	0,005	0,974	0,020	-9,617	0,281	0,261
-13,0	-1,035	0,09720	0,011	0,915	0,007	0,973	0,024	-10,649	0,242	0,261
-12,0	-1,008	0,08393	0,012	0,906	0,007	0,973	0,050	-12,005	0,205	0,262
-11,0	-0,982	0,06680	0,014	0,897	0,009	0,973	0,137	-14,701	0,326	0,264
-10,0	-1,085	0,02366	0,018	0,890	0,010	0,972	0,861	-45,847	0,338	0,267
-9,0	-1,014	0,02089	0,016	0,877	0,014	0,972	0,913	-48,533	0,270	0,266
-8,0	-0,925	0,01897	0,015	0,864	0,017	0,973	0,935	-48,744	0,268	0,266
-7,0	-0,825	0,01743	0,013	0,852	0,023	0,973	0,950	-47,338	0,267	0,266
-6,0	-0,717	0,01601	0,011	0,834	0,040	0,974	0,960	-44,761	0,266	0,266
-5,0	-0,603	0,01324	0,009	0,817	0,223	0,974	0,971	-45,539	0,266	0,265
-4,0	-0,485	0,01138	0,007	0,796	0,398	0,975	0,975	-42,617	0,266	0,265
-3,0	-0,365	0,01045	0,006	0,773	0,498	0,976	0,977	-34,956	0,265	0,265
-2,0	-0,244	0,00993	0,004	0,744	0,572	0,976	0,978	-24,565	0,265	0,265
-1,0	-0,122	0,00968	0,002	0,712	0,630	0,977	0,977	-12,608	0,265	0,265
-0,0	-0,000	0,00960	-0,000	0,675	0,675	0,977	0,977	-0,000	0,265	0,250
1,0	0,122	0,00968	-0,002	0,630	0,712	0,977	0,977	12,608	0,265	0,265
2,0	0,244	0,00993	-0,004	0,572	0,744	0,978	0,976	24,565	0,265	0,265
3,0	0,365	0,01045	-0,006	0,498	0,773	0,977	0,976	34,956	0,265	0,265
4,0	0,485	0,01138	-0,007	0,398	0,796	0,975	0,975	42,617	0,266	0,265
5,0	0,603	0,01324	-0,009	0,223	0,817	0,971	0,974	45,539	0,266	0,265
6,0	0,717	0,01601	-0,011	0,040	0,834	0,960	0,974	44,761	0,266	0,266
7,0	0,825	0,01743	-0,013	0,023	0,852	0,950	0,973	47,338	0,267	0,266
8,0	0,925	0,01897	-0,015	0,017	0,864	0,935	0,973	48,744	0,268	0,266
9,0	1,014	0,02089	-0,016	0,014	0,877	0,913	0,972	48,533	0,270	0,266
10,0	1,085	0,02366	-0,018	0,010	0,890	0,861	0,972	45,847	0,338	0,267
11,0	0,982	0,06680	-0,014	0,009	0,897	0,137	0,973	14,701	0,326	0,264
12,0	1,008	0,08393	-0,012	0,007	0,906	0,050	0,973	12,005	0,205	0,262
13,0	1,035	0,09720	-0,011	0,007	0,915	0,024	0,973	10,649	0,242	0,261
14,0	1,056	0,10977	-0,012	0,005	0,922	0,020	0,974	9,617	0,281	0,261
15,0	1,065	0,12519	-0,012	0,005	0,927	0,018	0,975	8,503	0,383	0,261
16,0	1,062	0,14060	-0,012	0,005	0,932	0,016	0,976	7,553	0,219	0,262
17,0	1,049	0,15930	-0,013	0,005	0,938	0,013	0,976	6,585	0,251	0,262
18,0	1,027	0,17629	-0,012	0,005	0,944	0,009	0,976	5,828	0,241	0,262
19,0	1,000	0,19861	-0,013	0,004	0,948	0,009	0,976	5,033	0,238	0,263
20,0	0,954	0,21842	-0,013	0,004	0,951	0,008	0,978	4,370	0,242	0,264
21,0	0,903	0,24183	-0,014	0,004	0,953	0,008	0,979	3,734	0,244	0,265
22,0	0,849	0,26875	-0,014	0,004	0,957	0,007	0,980	3,161	0,240	0,266
23,0	0,796	0,30153	-0,015	0,004	0,959	0,008	0,982	2,640	0,241	0,269
24,0	0,744	0,32633	-0,015	0,004	0,962	0,007	0,982	2,279	0,245	0,270
25,0	0,693	0,36119	-0,015	0,004	0,966	0,007	0,983	1,919	0,242	0,272
26,0	0,645	0,38698	-0,016	0,003	0,968	0,007	0,985	1,667	0,244	0,274
27,0	0,600	0,43856	-0,016	0,003	0,970	0,006	0,985	1,368	0,242	0,277
28,0	0,558	0,48345	-0,016	0,003	0,971	0,007	0,985	1,154	0,240	0,279
29,0	0,519	0,52350	-0,017	0,003	0,972	0,006	0,986	0,991	0,246	0,282
30,0	0,483	0,56331	-0,017	0,003	0,973	0,006	0,986	0,857	0,243	0,285
31,0	0,449	0,60459	-0,017	0,003	0,975	0,006	0,987	0,743	0,231	0,288
32,0	0,419	0,66087	-0,018	0,003	0,976	0,007	0,988	0,634	0,225	0,293
33,0	0,391	0,71673	-0,019	0,002	0,977	0,008	0,987	0,546	0,226	0,298
34,0	0,366	0,75514	-0,019	0,002	0,978	0,008	0,989	0,484	0,233	0,302
35,0	0,342	0,83328	-0,020	0,002	0,980	0,008	0,989	0,411	0,230	0,307
36,0	0,321	0,89478	-0,020	0,002	0,982	0,009	0,989	0,359	0,225	0,312
37,0	0,301	0,95178	-0,021	0,002	0,984	0,010	0,989	0,317	0,232	0,318
38,0	0,283	1,05321	-0,021	0,002	0,985	0,010	0,988	0,269	0,232	0,323
39,0	0,267	1,09074	-0,021	0,002	0,985	0,010	0,989	0,245	0,231	0,329
40,0	0,252	1,19759	-0,021	0,002	0,985	0,010	0,990	0,210	0,224	0,335
41,0	0,238	1,06460	-0,022	0,002	0,986	0,011	0,990	0,224	0,224	0,342
42,0	0,225	1,14402	-0,022	0,002	0,986	0,011	0,990	0,197	0,250	0,348
43,0	0,213	1,31551	-0,022	0,002	0,986	0,011	0,991	0,162	0,252	0,353
44,0	0,203	1,29194	-0,022	0,001	0,988	0,011	0,992	0,157	0,225	0,358
45,0	0,193	1,26575	-0,022	0,002	0,987	0,012	0,991	0,152	0,234	0,366
46,0	0,184	1,25960	-0,022	0,002	0,989	0,012	0,992	0,146	0,410	0,371
47,0	0,175	1,40670	-0,020	0,002	0,526	0,012	0,526	0,124	0,426	0,362
48,0	0,167	1,41600	-0,019	0,002	0,526	0,011	0,526	0,118	0,259	0,366
49,0	0,160	1,47098	-0,019	0,002	0,527	0,012	0,527	0,109	0,235	0,372
50,0	0,153	1,58144	-0,020	0,002	0,527	0,013	0,527	0,097	0,240	0,378
51,0	0,147	1,68095	-0,020	0,001	0,527	0,013	0,527	0,087	0,254	0,383
52,0	0,141	1,64039	-0,020	0,001	0,527	0,013	0,527	0,086	0,250	0,389
53,0	0,136	1,77423	-0,020	0,001	0,527	0,014	0,527	0,077	0,256	0,394
54,0	0,131	1,77478	-0,019	0,001	0,527	0,014	0,527	0,074	0,274	0,399
55,0	0,126	1,78540	-0,019	0,001	0,527	0,015	0,527	0,071	0,316	0,404
56,0	0,122	1,82751	-0,019	0,001	0,527	0,014	0,527	0,067	0,314	0,405
57,0	0,118	1,99782	-0,019	0,001	0,527	0,015	0,527	0,059	0,286	0,410
58,0	0,114	2,01595	-0,019	0,001	0,527	0,015	0,527	0,056	0,311	0,413
59,0	0,110	2,04160	-0,018	0,001	0,527	0,016	0,527	0,054	0,323	0,417
60,0	0,107	2,05464	-0,018	0,001	0,527	0,016	0,527	0,052	0,337	0,419
61,0	0,104	2,09046	-0,018	0,001	0,527	0,016	0,527	0,050	0,353	0,421
62,0	0,101	2,14133	-0,018	0,001	0,527	0,017	0,527	0,047	0,370	0,423
63,0	0,099	2,20076	-0,017	0,001	0,527	0,017	0,527	0,045	0,388	0,424
64,0	0,096	2,27475	-0,017	0,001	0,527	0,018	0,527	0,042	0,453	0,425
65,0	0,094	2,29827	-0,016	0,002	0,527	0,017	0,527	0,041	0,476	0,423
66,0	0,091	2,37387	-0,016	0,002	0,527	0,017	0,527	0,039	0,451	0,422
67,0	0,089	2,46514	-0,015	0,002	0,527	0,018	0,527	0,036	0,495	0,421
68,0	0,088	2,34196	-0,015	0,002	0,527	0,018	0,527	0,037	0,525	0,419
69,0	0,086	2,44249	-0,014	0,002	0,527	0,018	0,527	0,035	0,540	0,417
70,0	0,084	2,54825	-0,014	0,002	0,527	0,018	0,527	0,033	0,593	0,414
71,0	0,083	2,43323	-0,013	0,002	0,527	0,018	0,527	0,034	0,633	0,410
72,0	0,081	2,55604	-0,013	0,002	0,527	0,019	0,527	0,032	0,659	0,406
73,0	0,080	2,70926	-0,012	0,002	0,527	0,019	0,527	0,029	0,714	0,402
74,0	0,079	2,61229	-0,012	0,002	0,527	0,019	0,534	0,030	0,772	0,396
75,0	0,078	2,53835	-0,011	0,002	0,527	0,019	0,542	0,031	0,812	0,391
76,0	0,077	2,70168	-0,010	0,002	0,527	0,020	0,550	0,028	0,881	0,385
77,0	0,076	2,63538	-0,010	0,002	0,527	0,020	0,558	0,029	0,963	0,378
78,0	0,075	2,83878	-0,009	0,002	0,527	0,020	0,567	0,026	1,103	0,371
79,0	0,074	2,64000	-0,008	0,002	0,527	0,019	0,576	0,028	1,209	0,361
80,0	0,073	2,84027	-0,008	0,002	0,527	0,019	0,585	0,026	1,276	0,353
81,0	0,073	2,79072	-0,007	0,002	0,527	0,019	0,594	0,026	1,447	0,345
82,0	0,072	2,75273	-0,006	0,002	0,527	0,019	0,603	0,026	1,634	0,335
83,0	0,072	2,72426	-0,005	0,002	0,527	0,019	0,611	0,026	1,881	0,326
84,0	0,071	2,70031	-0,005	0,002	0,528	0,019	0,614	0,026	2,205	0,315
85,0	0,071	2,68720	-0,004	0,002	0,529	0,019	0,621	0,026	2,642	0,305
86,0	0,070	2,68061	-0,003	0,002	0,531	0,019	0,624	0,026	3,284	0,294
87,0	0,070	2,68025	-0,002	0,002	0,532	0,019	0,630	0,026	4,335	0,283
88,0	0,070	2,68610	-0,002	0,002	0,533	0,019	0,636	0,026	6,436	0,272
89,0	0,070	2,70208	-0,001	0,002	0,535	0,019	0,640	0,026	12,711	0,261
90,0	0,070	2,72158	-0,000	0,002	0,536	0,019	0,646	0,026	0,104	0,250
91,0	0,081	1,86930	0,001	0,535	0,002	0,640	0,019	0,043	0,106	0,240
92,0	0,081	1,85683	0,002	0,533	0,002	0,636	0,019	0,044	-14,726	0,231
93,0	0,081	1,85634	0,002	0,532	0,002	0,630	0,019	0,044	-6,373	0,221
94,0	0,081	1,86197	0,003	0,531	0,002	0,624	0,019	0,044	-3,356	0,211
95,0	0,081	1,87300	0,004	0,529	0,002	0,621	0,019	0,043	-2,478	0,202
96,0	0,082	1,89309	0,005	0,528	0,002	0,614	0,019	0,043	-1,869	0,193
97,0	0,082	1,92249	0,005	0,527	0,002	0,611	0,019	0,043	-1,525	0,184
98,0	0,082	1,96035	0,006	0,527	0,002	0,603	0,019	0,042	-1,369	0,176
99,0	0,083	2,00897	0,007	0,527	0,002	0,594	0,019	0,041	-1,122	0,167
100,0	0,084	2,06969	0,008	0,527	0,002	0,585	0,019	0,040	-0,887	0,159
101,0	0,084	1,88037	0,008	0,527	0,002	0,576	0,019	0,045	-0,807	0,152
102,0	0,085	2,09365	0,009	0,527	0,002	0,567	0,020	0,041	-0,663	0,144
103,0	0,086	1,90148	0,010	0,527	0,002	0,558	0,020	0,045	-0,486	0,137
104,0	0,087	1,98020	0,010	0,527	0,002	0,550	0,020	0,044	-0,395	0,131
