Name = Van de Vooren
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
170.0	1.297	0.03038	0.034	0.756	0.159	0.910	0.799	42.693	0.225	0.224
171.0	1.175	0.02798	0.031	0.739	0.195	0.910	0.818	41.980	0.224	0.224
172.0	1.049	0.02585	0.027	0.723	0.237	0.907	0.834	40.585	0.224	0.224
173.0	0.921	0.02411	0.024	0.708	0.278	0.904	0.846	38.223	0.224	0.224
174.0	0.793	0.02268	0.021	0.687	0.322	0.904	0.857	34.950	0.224	0.224
175.0	0.662	0.02154	0.017	0.667	0.364	0.902	0.866	30.741	0.224	0.224
176.0	0.531	0.02063	0.014	0.646	0.404	0.900	0.873	25.728	0.224	0.224
177.0	0.399	0.01995	0.010	0.622	0.443	0.897	0.879	19.979	0.224	0.224
178.0	0.266	0.01948	0.007	0.598	0.478	0.895	0.883	13.652	0.224	0.224
179.0	0.133	0.01923	0.004	0.571	0.513	0.893	0.887	6.918	0.224	0.224
180.0	0.000	0.01917	-0.000	0.542	0.542	0.891	0.891	0.000	0.224	0.250


