Name = YS-930
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-180.0	-0.431	0.01091	-0.100	0.729	0.895	0.856	0.984	-39.470	0.247	0.017
-179.0	-0.547	0.01169	-0.101	0.726	0.953	0.824	0.976	-46.814	0.245	0.066
-178.0	-0.661	0.01200	-0.102	0.723	0.961	0.804	0.978	-55.092	0.223	0.096
-177.0	-0.769	0.01688	-0.107	0.002	0.965	0.976	0.980	-45.569	0.594	0.111
-176.0	-0.866	0.00751	-0.031	0.001	0.969	0.002	0.981	-115.275	0.720	0.214
-175.0	-0.934	0.01117	-0.029	0.001	0.971	0.001	0.983	-83.559	0.280	0.218
-174.0	-0.961	0.01775	-0.028	0.000	0.972	0.001	0.985	-54.158	0.337	0.221
-173.0	-0.944	0.02584	-0.029	0.000	0.974	0.001	0.986	-36.552	0.279	0.220
-172.0	-0.888	0.03470	-0.030	0.001	0.975	0.001	0.987	-25.579	0.273	0.216
-171.0	-0.803	0.04867	-0.032	0.001	0.977	0.002	0.988	-16.495	0.265	0.210
-170.0	-0.705	0.06707	-0.033	0.001	0.978	0.002	0.989	-10.517	0.262	0.203
-169.0	-0.607	0.09388	-0.034	0.001	0.979	0.002	0.990	-6.471	0.260	0.194
-168.0	-0.517	0.11658	-0.035	0.001	0.980	0.002	0.991	-4.434	0.264	0.182
-167.0	-0.437	0.14465	-0.037	0.001	0.981	0.003	0.992	-3.024	0.269	0.166
-166.0	-0.370	0.09151	-0.038	0.001	0.982	0.003	0.993	-4.041	0.263	0.148
-165.0	-0.313	0.10866	-0.038	0.001	0.984	0.003	0.993	-2.883	0.266	0.128
-164.0	-0.266	0.13696	-0.039	0.001	0.985	0.004	0.994	-1.945	0.268	0.103
-163.0	-0.228	0.15324	-0.040	0.001	0.986	0.004	0.995	-1.486	0.275	0.075
-162.0	-0.196	0.17744	-0.041	0.001	0.987	0.004	0.996	-1.103	0.280	0.040
-161.0	-0.169	0.21323	-0.042	0.002	0.988	0.004	0.997	-0.794	0.283	0.004
-160.0	-0.147	0.24203	-0.043	0.002	0.988	0.005	0.997	-0.608	0.295	-0.040
-159.0	-0.129	0.29200	-0.043	0.002	0.989	0.005	0.998	-0.441	0.292	-0.087
-158.0	-0.113	0.33267	-0.044	0.002	0.990	0.006	0.998	-0.340	0.306	-0.140
-157.0	-0.100	0.37205	-0.045	0.002	0.991	0.006	0.999	-0.269	0.303	-0.199
-156.0	-0.089	0.41725	-0.045	0.002	0.993	0.006	0.999	-0.213	0.285	-0.260
-155.0	-0.079	0.48600	-0.046	0.002	0.994	0.006	0.999	-0.163	0.303	-0.326
-154.0	-0.071	0.53475	-0.046	0.002	0.999	0.007	0.999	-0.133	0.339	-0.400
-153.0	-0.064	0.36043	-0.047	0.002	0.999	0.007	0.999	-0.178	0.331	-0.483
-152.0	-0.058	0.40218	-0.047	0.002	0.999	0.007	0.999	-0.145	0.299	-0.565
-151.0	-0.053	0.44455	-0.048	0.002	1.000	0.008	1.000	-0.119	0.343	-0.652
-150.0	-0.048	0.48029	-0.048	0.002	1.000	0.008	1.000	-0.100	0.327	-0.754
-149.0	-0.044	0.52259	-0.048	0.003	0.999	0.008	1.000	-0.084	0.302	-0.847
-148.0	-0.040	0.55537	-0.049	0.003	0.999	0.008	1.000	-0.073	0.332	-0.955
-147.0	-0.037	0.61824	-0.049	0.003	1.000	0.009	1.000	-0.060	0.364	-1.063
-146.0	-0.034	0.66474	-0.049	0.003	1.000	0.009	1.000	-0.052	0.369	-1.187
-145.0	-0.032	0.71318	-0.050	0.003	1.000	0.009	1.000	-0.045	0.367	-1.305
-144.0	-0.030	0.75737	-0.050	0.003	1.000	0.010	1.000	-0.039	0.286	-1.439
-143.0	-0.028	0.80936	-0.050	0.003	1.000	0.010	1.000	-0.034	0.319	-1.553
-142.0	-0.026	0.89579	-0.050	0.003	1.000	0.010	1.000	-0.029	0.365	-1.703
-141.0	-0.024	0.96669	-0.050	0.003	1.000	0.010	1.000	-0.025	0.301	-1.831
-140.0	-0.023	0.99479	-0.050	0.003	1.000	0.011	1.000	-0.023	0.292	-1.983
-139.0	-0.021	1.10050	-0.050	0.003	1.000	0.011	1.000	-0.019	0.272	-2.116
-138.0	-0.020	1.16458	-0.050	0.003	1.000	0.011	1.000	-0.017	0.454	-2.274
-137.0	-0.019	0.76659	-0.051	0.003	1.000	0.012	1.000	-0.025	0.305	-2.437
-136.0	-0.018	0.84083	-0.051	0.003	1.000	0.012	1.000	-0.021	-0.025	-2.584
-135.0	-0.017	0.85600	-0.050	0.004	1.000	0.012	1.000	-0.020	-1.671	-2.716
-134.0	-0.015	1.03160	-0.044	0.004	0.524	0.012	0.524	-0.014	-1.681	-2.793
-133.0	-0.014	1.04585	-0.044	0.004	0.524	0.013	0.524	-0.013	0.010	-2.948
-132.0	-0.013	1.12167	-0.044	0.004	0.524	0.013	0.524	-0.012	-0.045	-3.085
-131.0	-0.013	1.15211	-0.044	0.004	0.524	0.013	0.524	-0.011	0.202	-3.239
-130.0	-0.012	1.23123	-0.044	0.004	0.524	0.014	0.524	-0.010	-0.166	-3.402
-129.0	-0.011	1.27139	-0.043	0.004	0.524	0.014	0.524	-0.009	-0.359	-3.525
-128.0	-0.011	1.30860	-0.043	0.004	0.524	0.014	0.524	-0.008	-0.075	-3.676
-127.0	-0.011	1.33980	-0.043	0.004	0.524	0.014	0.524	-0.008	-0.151	-3.824
-126.0	-0.010	1.37940	-0.043	0.004	0.524	0.015	0.524	-0.007	-0.637	-3.969
-125.0	-0.010	1.43523	-0.042	0.004	0.524	0.014	0.524	-0.007	-0.752	-4.080
-124.0	-0.009	1.47855	-0.042	0.004	0.524	0.015	0.524	-0.006	-0.388	-4.218
-123.0	-0.009	1.52341	-0.042	0.004	0.524	0.015	0.526	-0.006	-0.912	-4.353
-122.0	-0.009	1.59130	-0.041	0.004	0.524	0.015	0.528	-0.006	-1.027	-4.451
-121.0	-0.009	1.64988	-0.041	0.004	0.524	0.015	0.531	-0.005	-0.810	-4.578
-120.0	-0.008	1.62979	-0.041	0.004	0.524	0.016	0.533	-0.005	-0.965	-4.688
-119.0	-0.008	1.68980	-0.041	0.004	0.525	0.016	0.536	-0.005	-1.507	-4.803
-118.0	-0.008	1.77919	-0.040	0.004	0.527	0.016	0.538	-0.004	-1.905	-4.877
-117.0	-0.008	1.77315	-0.040	0.004	0.529	0.016	0.541	-0.004	-1.461	-4.969
-116.0	-0.007	1.85045	-0.039	0.004	0.530	0.016	0.543	-0.004	-1.657	-5.065
-115.0	-0.007	1.84251	-0.039	0.004	0.532	0.016	0.546	-0.004	-1.886	-5.142
-114.0	-0.007	1.93132	-0.039	0.004	0.533	0.017	0.548	-0.004	-2.855	-5.224
-113.0	-0.007	1.96297	-0.038	0.005	0.534	0.016	0.550	-0.004	-3.405	-5.251
-112.0	-0.007	1.97453	-0.037	0.005	0.536	0.017	0.553	-0.003	-2.866	-5.306
-111.0	-0.007	1.99096	-0.037	0.005	0.537	0.017	0.555	-0.003	-3.163	-5.354
-110.0	-0.006	2.00047	-0.037	0.005	0.538	0.017	0.558	-0.003	-3.487	-5.394
-109.0	-0.006	2.02124	-0.036	0.005	0.539	0.017	0.561	-0.003	-3.841	-5.426
-108.0	-0.006	2.04856	-0.036	0.005	0.540	0.017	0.564	-0.003	-5.272	-5.450
-107.0	-0.006	2.11157	-0.035	0.005	0.542	0.017	0.566	-0.003	-5.762	-5.431
-106.0	-0.006	2.15035	-0.034	0.005	0.543	0.017	0.569	-0.003	-5.476	-5.440
-105.0	-0.006	2.09815	-0.034	0.005	0.544	0.017	0.572	-0.003	-6.028	-5.430
-104.0	-0.006	2.14606	-0.033	0.005	0.545	0.017	0.575	-0.003	-6.180	-5.423
-103.0	-0.006	2.19362	-0.033	0.005	0.546	0.018	0.578	-0.003	-7.318	-5.410
-102.0	-0.006	2.14913	-0.032	0.005	0.547	0.018	0.582	-0.003	-8.094	-5.378
-101.0	-0.006	1.60819	-0.032	0.005	0.548	0.018	0.585	-0.004	-9.008	-5.352
-100.0	-0.006	1.58330	-0.031	0.005	0.549	0.018	0.589	-0.004	-10.766	-5.306
-99.0	-0.006	1.56236	-0.031	0.005	0.550	0.018	0.592	-0.004	-12.176	-5.255
-98.0	-0.006	1.54567	-0.030	0.005	0.551	0.018	0.596	-0.004	-13.059	-5.197
-97.0	-0.006	1.61010	-0.030	0.005	0.553	0.018	0.600	-0.003	-18.759	-5.145
-96.0	-0.005	2.14116	-0.029	0.005	0.554	0.017	0.603	-0.003	-22.317	-5.032
-95.0	-0.005	2.23249	-0.028	0.005	0.555	0.017	0.607	-0.002	-23.272	-4.969
-94.0	-0.005	2.13358	-0.028	0.005	0.556	0.017	0.611	-0.003	-32.109	-4.881
-93.0	-0.005	2.13629	-0.027	0.005	0.557	0.017	0.615	-0.003	-42.826	-4.799
-92.0	-0.005	2.14407	-0.027	0.005	0.559	0.017	0.619	-0.003	-70.593	-4.713
-91.0	-0.005	2.15696	-0.026	0.005	0.560	0.017	0.623	-0.003	-278.284	-4.624
-90.0	-0.005	2.07948	-0.026	0.005	0.561	0.017	0.628	-0.003	170.337	-4.521
-89.0	-0.005	2.10001	-0.025	0.005	0.562	0.017	0.632	-0.003	59.602	-4.426
-88.0	-0.005	2.12607	-0.025	0.005	0.563	0.017	0.637	-0.003	36.391	-4.329
-87.0	-0.005	2.06075	-0.024	0.005	0.564	0.017	0.642	-0.003	27.911	-4.221
-86.0	-0.005	2.00302	-0.024	0.005	0.565	0.017	0.646	-0.003	-1.056	-4.111
-85.0	-0.005	2.89034	-0.023	0.551	0.005	0.600	0.018	-0.002	-1.042	-4.688
-84.0	-0.005	2.89534	-0.023	0.549	0.005	0.596	0.018	-0.002	20.171	-4.560
-83.0	-0.005	2.90444	-0.022	0.548	0.005	0.592	0.018	-0.002	16.559	-4.433
-82.0	-0.005	2.91804	-0.022	0.547	0.005	0.588	0.018	-0.002	13.829	-4.305
-81.0	-0.005	2.93670	-0.022	0.545	0.005	0.584	0.018	-0.002	9.882	-4.178
-80.0	-0.005	2.94018	-0.021	0.544	0.005	0.581	0.019	-0.002	8.979	-4.079
-79.0	-0.005	2.86766	-0.021	0.543	0.005	0.577	0.019	-0.002	9.162	-3.945
-78.0	-0.005	2.90078	-0.020	0.541	0.005	0.573	0.019	-0.002	7.932	-3.822
-77.0	-0.005	2.83945	-0.020	0.540	0.005	0.569	0.018	-0.002	7.271	-3.692
-76.0	-0.005	2.78748	-0.020	0.539	0.005	0.566	0.018	-0.002	6.334	-3.565
-75.0	-0.005	2.74168	-0.019	0.538	0.005	0.563	0.018	-0.002	5.254	-3.441
-74.0	-0.005	2.78524	-0.019	0.536	0.005	0.560	0.018	-0.002	4.604	-3.327
-73.0	-0.005	2.74035	-0.018	0.535	0.005	0.557	0.018	-0.002	3.560	-3.209
-72.0	-0.005	2.68374	-0.018	0.534	0.005	0.554	0.018	-0.002	3.091	-3.114
-71.0	-0.006	2.64845	-0.018	0.532	0.005	0.551	0.018	-0.002	3.291	-3.002
-70.0	-0.006	2.61910	-0.018	0.531	0.005	0.548	0.018	-0.002	2.875	-2.892
-69.0	-0.006	2.60085	-0.017	0.530	0.005	0.545	0.018	-0.002	2.500	-2.786
-68.0	-0.006	2.57510	-0.017	0.529	0.005	0.543	0.017	-0.002	2.329	-2.684
-67.0	-0.006	2.46832	-0.017	0.527	0.005	0.540	0.017	-0.002	1.592	-2.579
-66.0	-0.006	2.43761	-0.017	0.526	0.005	0.538	0.017	-0.003	1.221	-2.501
-65.0	-0.006	2.42551	-0.017	0.524	0.005	0.536	0.017	-0.003	1.521	-2.408
-64.0	-0.006	2.34124	-0.016	0.523	0.005	0.533	0.017	-0.003	1.309	-2.313
-63.0	-0.007	2.33082	-0.016	0.521	0.005	0.531	0.017	-0.003	0.797	-2.226
-62.0	-0.007	2.23782	-0.016	0.520	0.005	0.528	0.017	-0.003	0.755	-2.153
-61.0	-0.007	2.16086	-0.016	0.519	0.005	0.526	0.016	-0.003	0.808	-2.067
-60.0	-0.007	2.16704	-0.016	0.519	0.005	0.523	0.016	-0.003	0.680	-1.989
-59.0	-0.007	2.09262	-0.016	0.519	0.005	0.521	0.016	-0.004	0.379	-1.908
-58.0	-0.008	2.01896	-0.016	0.519	0.005	0.520	0.016	-0.004	0.259	-1.847
-57.0	-0.008	1.95662	-0.016	0.519	0.005	0.520	0.016	-0.004	0.392	-1.773
-56.0	-0.008	1.90215	-0.016	0.519	0.005	0.520	0.015	-0.004	0.321	-1.702
-55.0	-0.008	1.84312	-0.016	0.519	0.005	0.520	0.015	-0.005	0.057	-1.632
-54.0	-0.009	1.78577	-0.016	0.519	0.004	0.520	0.015	-0.005	0.014	-1.579
-53.0	-0.009	1.74033	-0.016	0.519	0.004	0.520	0.015	-0.005	0.155	-1.513
-52.0	-0.009	1.68802	-0.016	0.519	0.004	0.520	0.014	-0.006	-0.050	-1.449
-51.0	-0.010	1.64046	-0.016	0.519	0.004	0.520	0.015	-0.006	-0.070	-1.400
-50.0	-0.010	1.60145	-0.016	0.519	0.004	0.520	0.014	-0.006	0.113	-1.339
-49.0	-0.011	1.50669	-0.016	0.519	0.004	0.520	0.014	-0.007	-0.048	-1.275
-48.0	-0.011	1.47184	-0.017	0.519	0.004	0.519	0.014	-0.008	-2.255	-1.228
-47.0	-0.012	1.39470	-0.019	0.984	0.004	0.991	0.013	-0.008	-2.028	-1.362
-46.0	-0.012	1.36658	-0.019	0.983	0.004	0.990	0.013	-0.009	-0.004	-1.301
-45.0	-0.013	1.28850	-0.019	0.983	0.004	0.990	0.012	-0.010	-0.050	-1.233
-44.0	-0.014	1.26490	-0.020	0.982	0.004	0.989	0.012	-0.011	-0.126	-1.179
-43.0	-0.014	1.54528	-0.020	0.982	0.004	0.989	0.012	-0.009	-0.004	-1.121
-42.0	-0.015	1.47734	-0.020	0.981	0.004	0.989	0.012	-0.010	0.001	-1.056
-41.0	-0.016	1.42526	-0.020	0.981	0.004	0.988	0.012	-0.011	0.016	-1.000
-40.0	-0.017	1.35243	-0.020	0.981	0.004	0.988	0.011	-0.013	-0.006	-0.937
-39.0	-0.018	1.27393	-0.021	0.980	0.003	0.987	0.011	-0.014	0.043	-0.885
-38.0	-0.020	1.16630	-0.021	0.980	0.003	0.987	0.010	-0.017	0.081	-0.820
-37.0	-0.021	1.09020	-0.021	0.979	0.003	0.986	0.010	-0.019	-0.010	-0.767
-36.0	-0.022	1.03961	-0.022	0.979	0.003	0.986	0.010	-0.022	0.060	-0.717
-35.0	-0.024	0.96665	-0.022	0.978	0.003	0.985	0.010	-0.025	0.096	-0.658
-34.0	-0.026	0.91849	-0.022	0.978	0.003	0.985	0.009	-0.028	0.068	-0.607
-33.0	-0.028	0.84321	-0.023	0.978	0.003	0.984	0.009	-0.033	0.127	-0.556
-32.0	-0.030	0.79069	-0.023	0.977	0.003	0.984	0.009	-0.038	0.119	-0.500
-31.0	-0.033	0.74889	-0.023	0.977	0.003	0.984	0.009	-0.044	0.136	-0.455
-30.0	-0.036	0.68364	-0.023	0.976	0.003	0.983	0.008	-0.053	0.146	-0.402
-29.0	-0.039	0.64381	-0.024	0.976	0.003	0.983	0.008	-0.061	0.161	-0.358
-28.0	-0.043	0.58899	-0.024	0.975	0.003	0.982	0.008	-0.073	0.184	-0.308
-27.0	-0.047	0.77508	-0.024	0.975	0.002	0.982	0.007	-0.061	0.182	-0.265
-26.0	-0.052	0.68388	-0.025	0.974	0.002	0.981	0.007	-0.077	0.203	-0.221
-25.0	-0.058	0.62514	-0.025	0.974	0.002	0.981	0.007	-0.093	0.233	-0.179
-24.0	-0.065	0.55746	-0.025	0.973	0.002	0.980	0.006	-0.116	0.228	-0.135
-23.0	-0.072	0.50154	-0.025	0.973	0.002	0.980	0.006	-0.144	0.227	-0.099
-22.0	-0.081	0.44260	-0.025	0.972	0.002	0.979	0.005	-0.184	0.231	-0.061
-21.0	-0.092	0.39734	-0.026	0.972	0.002	0.978	0.005	-0.231	0.221	-0.029
-20.0	-0.104	0.36209	-0.026	0.971	0.002	0.978	0.005	-0.287	0.248	0.001
-19.0	-0.118	0.31285	-0.026	0.970	0.002	0.977	0.004	-0.378	0.250	0.033
-18.0	-0.135	0.27242	-0.026	0.968	0.002	0.977	0.004	-0.496	0.235	0.058
-17.0	-0.155	0.24555	-0.026	0.967	0.001	0.976	0.004	-0.630	0.255	0.081
-16.0	-0.178	0.28594	-0.026	0.966	0.001	0.975	0.003	-0.621	0.255	0.105
-15.0	-0.204	0.24662	-0.026	0.964	0.001	0.974	0.003	-0.827	0.246	0.123
-14.0	-0.233	0.20665	-0.026	0.963	0.001	0.973	0.003	-1.128	0.250	0.139
-13.0	-0.265	0.16790	-0.026	0.806	0.001	0.990	0.003	-1.576	0.247	0.152
-12.0	-0.296	0.14292	-0.026	0.785	0.001	0.989	0.002	-2.072	0.251	0.162
-11.0	-0.324	0.11503	-0.026	0.775	0.001	0.988	0.002	-2.812	0.262	0.170
-10.0	-0.341	0.09526	-0.026	0.767	0.001	0.987	0.002	-3.581	0.300	0.175
-9.0	-0.342	0.07818	-0.025	0.759	0.001	0.986	0.002	-4.374	0.216	0.177
-8.0	-0.320	0.06609	-0.025	0.753	0.001	0.984	0.001	-4.845	0.237	0.172
-7.0	-0.274	0.05631	-0.024	0.748	0.001	0.982	0.001	-4.862	0.269	0.162
-6.0	-0.206	0.04834	-0.027	0.745	0.001	0.980	0.002	-4.255	0.311	0.119
-5.0	-0.123	0.04194	-0.033	0.742	0.003	0.977	0.005	-2.923	0.675	-0.021
-4.0	-0.039	0.01356	-0.098	0.739	0.151	0.973	0.996	-2.866	0.579	-2.271
-3.0	0.078	0.01402	-0.099	0.737	0.157	0.969	0.997	5.589	0.261	1.517
-2.0	0.196	0.01378	-0.100	0.734	0.166	0.962	0.997	14.231	0.256	0.762
-1.0	0.314	0.01354	-0.101	0.732	0.183	0.912	0.997	23.207	0.250	0.571
-0.0	0.431	0.01091	-0.100	0.729	0.895	0.856	0.984	39.470	0.250	0.483
1.0	0.531	0.01246	-0.101	0.726	0.953	0.824	0.976	42.591	0.255	0.440
2.0	0.638	0.01299	-0.102	0.723	0.961	0.804	0.978	49.098	0.275	0.409
3.0	0.768	0.01689	-0.107	0.002	0.965	0.976	0.980	45.513	-0.971	0.389
4.0	0.696	0.03719	-0.031	0.001	0.969	0.002	0.981	18.702	4.351	0.295
5.0	0.750	0.04358	-0.029	0.001	0.971	0.001	0.983	17.202	0.212	0.289
6.0	0.771	0.05346	-0.028	0.000	0.972	0.001	0.985	14.432	0.135	0.287
7.0	0.758	0.06542	-0.029	0.000	0.974	0.001	0.986	11.584	0.214	0.288
8.0	0.712	0.07870	-0.030	0.001	0.975	0.001	0.987	9.048	0.221	0.293
9.0	0.644	0.09767	-0.032	0.001	0.977	0.002	0.988	6.595	0.232	0.299
10.0	0.566	0.12164	-0.033	0.001	0.978	0.002	0.989	4.652	0.235	0.308
11.0	0.487	0.15455	-0.034	0.001	0.979	0.002	0.990	3.152	0.238	0.320
12.0	0.415	0.18394	-0.035	0.001	0.980	0.002	0.991	2.253	0.232	0.334
13.0	0.351	0.21918	-0.037	0.001	0.981	0.003	0.992	1.600	0.227	0.355
14.0	0.297	0.17377	-0.038	0.001	0.982	0.003	0.993	1.706	0.234	0.377
15.0	0.251	0.19919	-0.038	0.001	0.984	0.003	0.993	1.261	0.231	0.403
16.0	0.214	0.23623	-0.039	0.001	0.985	0.004	0.994	0.904	0.227	0.434
17.0	0.183	0.26179	-0.040	0.001	0.986	0.004	0.995	0.697	0.219	0.468
18.0	0.157	0.29568	-0.041	0.001	0.987	0.004	0.996	0.531	0.213	0.512
19.0	0.136	0.34170	-0.042	0.002	0.988	0.004	0.997	0.397	0.209	0.557
20.0	0.118	0.38111	-0.043	0.002	0.988	0.005	0.997	0.309	0.194	0.612
21.0	0.103	0.44217	-0.043	0.002	0.989	0.005	0.998	0.233	0.197	0.671
22.0	0.091	0.49435	-0.044	0.002	0.990	0.006	0.998	0.184	0.180	0.736
23.0	0.080	0.54560	-0.045	0.002	0.991	0.006	0.999	0.147	0.184	0.811
24.0	0.071	0.60318	-0.045	0.002	0.993	0.006	0.999	0.118	0.206	0.886
25.0	0.064	0.68469	-0.046	0.002	0.994	0.006	0.999	0.093	0.184	0.968
26.0	0.057	0.74650	-0.046	0.002	0.999	0.007	0.999	0.077	0.139	1.061
27.0	0.051	0.58551	-0.047	0.002	0.999	0.007	0.999	0.088	0.149	1.164
28.0	0.047	0.64106	-0.047	0.002	0.999	0.007	0.999	0.073	0.189	1.267
29.0	0.042	0.69756	-0.048	0.002	1.000	0.008	1.000	0.061	0.134	1.376
30.0	0.039	0.74754	-0.048	0.002	1.000	0.008	1.000	0.052	0.154	1.502
31.0	0.035	0.80464	-0.048	0.003	0.999	0.008	1.000	0.044	0.185	1.619
32.0	0.032	0.85229	-0.049	0.003	0.999	0.008	1.000	0.038	0.148	1.753
33.0	0.030	0.93038	-0.049	0.003	1.000	0.009	1.000	0.032	0.107	1.888
34.0	0.028	0.99208	-0.049	0.003	1.000	0.009	1.000	0.028	0.102	2.042
35.0	0.026	1.05615	-0.050	0.003	1.000	0.009	1.000	0.024	0.104	2.189
36.0	0.024	1.11591	-0.050	0.003	1.000	0.010	1.000	0.021	0.205	2.356
37.0	0.022	1.18414	-0.050	0.003	1.000	0.010	1.000	0.019	0.164	2.499
38.0	0.021	1.28630	-0.050	0.003	1.000	0.010	1.000	0.016	0.106	2.685
39.0	0.019	1.37359	-0.050	0.003	1.000	0.010	1.000	0.014	0.186	2.845
40.0	0.018	1.41775	-0.050	0.003	1.000	0.011	1.000	0.013	0.198	3.033
41.0	0.017	1.54004	-0.050	0.003	1.000	0.011	1.000	0.011	0.223	3.200
42.0	0.016	1.62032	-0.050	0.003	1.000	0.011	1.000	0.010	-0.005	3.396
43.0	0.015	1.23851	-0.051	0.003	1.000	0.012	1.000	0.012	0.181	3.598
44.0	0.014	1.32930	-0.051	0.003	1.000	0.012	1.000	0.011	0.593	3.782
45.0	0.014	1.36138	-0.050	0.004	1.000	0.012	1.000	0.010	4.686	3.947
46.0	0.013	1.43993	-0.044	0.004	0.524	0.012	0.524	0.009	4.792	3.681
47.0	0.012	1.46646	-0.044	0.004	0.524	0.013	0.524	0.008	0.521	3.856
48.0	0.012	1.55490	-0.044	0.004	0.524	0.013	0.524	0.008	0.582	4.010
49.0	0.011	1.59749	-0.044	0.004	0.524	0.013	0.524	0.007	0.304	4.183
50.0	0.011	1.68846	-0.044	0.004	0.524	0.014	0.524	0.006	0.719	4.367
51.0	0.010	1.74122	-0.043	0.004	0.524	0.014	0.524	0.006	0.938	4.506
52.0	0.010	1.79016	-0.043	0.004	0.524	0.014	0.524	0.005	0.618	4.674
53.0	0.009	1.83316	-0.043	0.004	0.524	0.014	0.524	0.005	0.703	4.841
54.0	0.009	1.88431	-0.043	0.004	0.524	0.015	0.524	0.005	1.250	5.005
55.0	0.009	1.95224	-0.042	0.004	0.524	0.014	0.524	0.004	1.380	5.129
56.0	0.008	2.00677	-0.042	0.004	0.524	0.015	0.524	0.004	0.968	5.285
57.0	0.008	2.06357	-0.042	0.004	0.524	0.015	0.526	0.004	1.544	5.438
58.0	0.008	2.14479	-0.041	0.004	0.524	0.015	0.528	0.004	1.666	5.552
59.0	0.008	2.21580	-0.041	0.004	0.524	0.015	0.531	0.003	1.427	5.698
60.0	0.007	2.20822	-0.041	0.004	0.524	0.016	0.533	0.003	1.600	5.824
61.0	0.007	2.28016	-0.041	0.004	0.525	0.016	0.536	0.003	2.199	5.957
62.0	0.007	2.38224	-0.040	0.004	0.527	0.016	0.538	0.003	2.638	6.045
63.0	0.007	2.38800	-0.040	0.004	0.529	0.016	0.541	0.003	2.152	6.151
64.0	0.007	2.47657	-0.039	0.004	0.530	0.016	0.543	0.003	2.368	6.262
65.0	0.006	2.47994	-0.039	0.004	0.532	0.016	0.546	0.003	2.625	6.352
66.0	0.006	2.57936	-0.039	0.004	0.533	0.017	0.548	0.002	3.688	6.447
67.0	0.006	2.62284	-0.038	0.005	0.534	0.016	0.550	0.002	4.286	6.482
68.0	0.006	2.64489	-0.037	0.005	0.536	0.017	0.553	0.002	3.699	6.548
69.0	0.006	2.67169	-0.037	0.005	0.537	0.017	0.555	0.002	4.021	6.605
70.0	0.006	2.69123	-0.037	0.005	0.538	0.017	0.558	0.002	4.371	6.654
71.0	0.006	2.72186	-0.036	0.005	0.539	0.017	0.561	0.002	4.751	6.694
72.0	0.006	2.75871	-0.036	0.005	0.540	0.017	0.564	0.002	6.294	6.725
73.0	0.005	2.83187	-0.035	0.005	0.542	0.017	0.566	0.002	6.820	6.708
74.0	0.005	2.87947	-0.034	0.005	0.543	0.017	0.569	0.002	6.504	6.722
75.0	0.005	2.83619	-0.034	0.005	0.544	0.017	0.572	0.002	7.091	6.714
76.0	0.005	2.89215	-0.033	0.005	0.545	0.017	0.575	0.002	7.251	6.711
77.0	0.005	2.94752	-0.033	0.005	0.546	0.018	0.578	0.002	8.405	6.700
78.0	0.005	2.91108	-0.032	0.005	0.547	0.018	0.582	0.002	9.133	6.668
79.0	0.005	2.37773	-0.032	0.005	0.548	0.018	0.585	0.002	10.073	6.643
80.0	0.005	2.35987	-0.031	0.005	0.549	0.018	0.589	0.002	11.833	6.596
81.0	0.005	2.34601	-0.031	0.005	0.550	0.018	0.592	0.002	13.096	6.542
82.0	0.005	2.33593	-0.030	0.005	0.551	0.018	0.596	0.002	13.972	6.482
83.0	0.005	2.40583	-0.030	0.005	0.553	0.018	0.600	0.002	19.386	6.426
84.0	0.005	2.94383	-0.029	0.005	0.554	0.017	0.603	0.002	22.309	6.302
85.0	0.005	3.03999	-0.028	0.005	0.555	0.017	0.607	0.002	22.618	6.236
86.0	0.005	2.94628	-0.028	0.005	0.556	0.017	0.611	0.002	28.850	6.139
87.0	0.005	2.95362	-0.027	0.005	0.557	0.017	0.615	0.002	35.266	6.051
88.0	0.005	2.96523	-0.027	0.005	0.559	0.017	0.619	0.002	49.574	5.957
89.0	0.005	2.98141	-0.026	0.005	0.560	0.017	0.623	0.002	86.380	5.859
90.0	0.005	2.90750	-0.026	0.005	0.561	0.017	0.628	0.002	285.090	5.747
91.0	0.005	2.93026	-0.025	0.005	0.562	0.017	0.632	0.002	-186.769	5.642
92.0	0.005	2.95859	-0.025	0.005	0.563	0.017	0.637	0.002	-72.731	5.536
93.0	0.005	2.89549	-0.024	0.005	0.564	0.017	0.642	0.002	-46.175	5.416
94.0	0.005	2.83898	-0.024	0.005	0.565	0.017	0.646	0.002	-1.020	5.294
95.0	0.005	2.08981	-0.023	0.551	0.005	0.600	0.018	0.003	-0.990	4.563
96.0	0.005	2.10017	-0.023	0.549	0.005	0.596	0.018	0.003	-20.704	4.455
97.0	0.005	2.11512	-0.022	0.548	0.005	0.592	0.018	0.003	-16.482	4.347
98.0	0.006	2.13521	-0.022	0.547	0.005	0.588	0.018	0.003	-13.339	4.239
99.0	0.006	2.16051	-0.022	0.545	0.005	0.584	0.018	0.003	-9.237	4.131
100.0	0.006	2.17202	-0.021	0.544	0.005	0.581	0.019	0.003	-8.222	4.048
101.0	0.006	2.10665	-0.021	0.543	0.005	0.577	0.019	0.003	-8.258	3.933
102.0	0.006	2.14755	-0.020	0.541	0.005	0.573	0.019	0.003	-7.018	3.828
103.0	0.006	2.09407	-0.020	0.540	0.005	0.569	0.018	0.003	-6.330	3.717
