VO242
1,00000000	0,00000000
0,99869802	0,00117540
0,99622152	0,00336059
0,99293596	0,00618955
0,98897084	0,00952011
0,98440040	0,01326457
0,97927458	0,01735989
0,97363023	0,02175689
0,96749626	0,02641507
0,96089639	0,03129990
0,95385082	0,03638108
0,94637726	0,04163155
0,93849158	0,04702674
0,93020833	0,05254407
0,92154107	0,05816258
0,91250260	0,06386270
0,90310517	0,06962600
0,89336060	0,07543507
0,88328043	0,08127337
0,87287594	0,08712516
0,86215831	0,09297540
0,85113857	0,09880970
0,83982774	0,10461427
0,82823679	0,11037588
0,81637672	0,11608182
0,80425855	0,12171986
0,79189334	0,12727825
0,77929222	0,13274572
0,76646640	0,13811139
0,75342714	0,14336484
0,74018582	0,14849604
0,72675387	0,15349539
0,71314284	0,15835366
0,69936436	0,16306203
0,68543012	0,16761206
0,67135195	0,17199568
0,65714170	0,17620523
0,64281136	0,18023339
0,62837293	0,18407323
0,61383854	0,18771820
0,59922033	0,19116210
0,58453053	0,19439911
0,56978140	0,19742377
0,55498525	0,20023100
0,54015442	0,20281606
0,52530128	0,20517461
0,51043820	0,20730264
0,49557758	0,20919651
0,48073181	0,21085295
0,46591325	0,21226903
0,45113428	0,21344221
0,43640721	0,21437026
0,42174435	0,21505135
0,40715793	0,21548397
0,39266014	0,21566698
0,37826310	0,21559957
0,36397884	0,21528129
0,34981932	0,21471202
0,33579639	0,21389201
0,32192180	0,21282180
0,30820718	0,21150229
0,29466403	0,20993472
0,28130372	0,20812062
0,26813748	0,20606189
0,25517635	0,20376069
0,24243124	0,20121955
0,22991288	0,19844126
0,21763180	0,19542893
0,20559835	0,19218599
0,19382267	0,18871611
0,18231469	0,18502330
0,17108412	0,18111180
0,16014044	0,17698617
0,14949290	0,17265120
0,13915049	0,16811194
0,12912196	0,16337373
0,11941580	0,15844210
0,11004022	0,15332287
0,10100316	0,14802205
0,09231227	0,14254590
0,08397492	0,13690087
0,07599817	0,13109362
0,06838880	0,12513103
0,06115326	0,11902013
0,05429769	0,11276817
0,04782791	0,10638254
0,04174942	0,09987080
0,03606737	0,09324067
0,03078660	0,08649999
0,02591160	0,07965676
0,02144651	0,07271909
0,01739513	0,06569519
0,01376090	0,05859340
0,01054691	0,05142213
0,00775590	0,04418989
0,00539025	0,03690525
0,00345196	0,02957686
0,00194269	0,02221338
0,00086373	0,01482357
0,00021598	0,00741618
0,00000000	0,00000000
0,00021598	-0,00741618
0,00086373	-0,01482357
0,00194269	-0,02221338
0,00345196	-0,02957686
0,00539025	-0,03690525
0,00775590	-0,04418989
0,01054691	-0,05142213
0,01376090	-0,05859340
0,01739513	-0,06569519
0,02144651	-0,07271909
0,02591160	-0,07965676
0,03078660	-0,08649999
0,03606737	-0,09324067
0,04174942	-0,09987080
0,04782791	-0,10638254
0,05429769	-0,11276817
0,06115326	-0,11902013
0,06838880	-0,12513103
0,07599817	-0,13109362
0,08397492	-0,13690087
0,09231227	-0,14254590
0,10100316	-0,14802205
0,11004022	-0,15332287
0,11941580	-0,15844210
0,12912196	-0,16337373
0,13915049	-0,16811194
0,14949290	-0,17265120
0,16014044	-0,17698617
0,17108412	-0,18111180
0,18231469	-0,18502330
0,19382267	-0,18871611
0,20559835	-0,19218599
0,21763180	-0,19542893
0,22991288	-0,19844126
0,24243124	-0,20121955
0,25517635	-0,20376069
0,26813748	-0,20606189
0,28130372	-0,20812062
0,29466403	-0,20993472
0,30820718	-0,21150229
0,32192180	-0,21282180
0,33579639	-0,21389201
0,34981932	-0,21471202
0,36397884	-0,21528129
0,37826310	-0,21559957
0,39266014	-0,21566698
0,40715793	-0,21548397
0,42174435	-0,21505135
0,43640721	-0,21437026
0,45113428	-0,21344221
0,46591325	-0,21226903
0,48073181	-0,21085295
0,49557758	-0,20919651
0,51043820	-0,20730264
0,52530128	-0,20517461
0,54015442	-0,20281606
0,55498525	-0,20023100
0,56978140	-0,19742377
0,58453053	-0,19439911
0,59922033	-0,19116210
0,61383854	-0,18771820
0,62837293	-0,18407323
0,64281136	-0,18023339
0,65714170	-0,17620523
0,67135195	-0,17199568
0,68543012	-0,16761206
0,69936436	-0,16306203
0,71314284	-0,15835366
0,72675387	-0,15349539
0,74018582	-0,14849604
0,75342714	-0,14336484
0,76646640	-0,13811139
0,77929222	-0,13274572
0,79189334	-0,12727825
0,80425855	-0,12171986
0,81637672	-0,11608182
0,82823679	-0,11037588
0,83982774	-0,10461427
0,85113857	-0,09880970
0,86215831	-0,09297540
0,87287594	-0,08712516
0,88328043	-0,08127337
0,89336060	-0,07543507
0,90310517	-0,06962600
0,91250260	-0,06386270
0,92154107	-0,05816258
0,93020833	-0,05254407
0,93849158	-0,04702674
0,94637726	-0,04163155
0,95385082	-0,03638108
0,96089639	-0,03129990
0,96749626	-0,02641507
0,97363023	-0,02175689
0,97927458	-0,01735989
0,98440040	-0,01326457
0,98897084	-0,00952011
0,99293596	-0,00618955
0,99622152	-0,00336059
0,99869802	-0,00117540
1,00000000	0,00000000


