Van de Vooren
1,00000000  0,00000000
0,99379056	0,00324130
0,97993698	0,01005929
0,96013409	0,01917960
0,93515492	0,02990183
0,90556185	0,04168857
0,87184050	0,05408525
0,83444805	0,06669112
0,79383436	0,07914661
0,75045183	0,09112756
0,70475963	0,10234264
0,65722490	0,11253242
0,60832207	0,12146930
0,55853099	0,12895784
0,50833431	0,13483512
0,45821432	0,13897123
0,40864944	0,14126944
0,36011051	0,14166626
0,31305697	0,14013119
0,26793297	0,13666617
0,22516359	0,13130471
0,18515109	0,12411069
0,14827137	0,11517686
0,11487055	0,10462295
0,08526193	0,09259358
0,05972305	0,07925579
0,03849324	0,06479636
0,02177137	0,04941890
0,00971406	0,03334069
0,00243421	0,01678948
-0,00000000	0,00000000
0,00243421	-0,01678948
0,00971406	-0,03334069
0,02177137	-0,04941890
0,03849324	-0,06479636
0,05972305	-0,07925579
0,08526193	-0,09259358
0,11487055	-0,10462295
0,14827137	-0,11517686
0,18515109	-0,12411069
0,22516359	-0,13130471
0,26793297	-0,13666617
0,31305697	-0,14013119
0,36011051	-0,14166626
0,40864944	-0,14126944
0,45821432	-0,13897123
0,50833431	-0,13483512
0,55853099	-0,12895784
0,60832207	-0,12146930
0,65722490	-0,11253242
0,70475963	-0,10234264
0,75045183	-0,09112756
0,79383436	-0,07914661
0,83444805	-0,06669112
0,87184050	-0,05408525
0,90556185	-0,04168857
0,93515492	-0,02990183
0,96013409	-0,01917960
0,97993698	-0,01005929
0,99379056	-0,00324130
1,00000000	0,00000000

